pair,entry_date,exit_date,direction,entry_z,exit_z,holding_days,pnl_pct,exit_reason
SLB/PSX,2025-04-03,2025-04-04,-1,3.4907240098089214,0.4584170305714748,1,0.01818479006230867,stop_loss
SLB/PSX,2025-04-23,2025-05-01,1,-2.4507111115749414,-0.21106493871992796,8,-0.009532193162296615,mean_reversion
SLB/PSX,2025-05-13,2025-05-19,1,-2.4058394822557623,-0.10050766550155506,6,-0.006840931101824337,mean_reversion
SLB/PSX,2025-05-21,2025-05-29,-1,2.190331897718513,0.3304263892126264,8,0.01365075550982629,mean_reversion
SLB/PSX,2025-07-18,2025-07-22,1,-2.479281081737893,0.7785540537924218,4,0.012180477069010973,mean_reversion
SLB/PSX,2025-07-24,2025-07-29,-1,2.501042283704546,-0.12946503705109463,5,0.00846494153813121,mean_reversion
SLB/PSX,2025-09-15,2025-09-18,1,-2.303914677180154,-0.10123702848268964,3,-0.0031131606051775125,mean_reversion
SLB/PSX,2025-09-24,2025-09-26,1,-2.4072392743506144,0.23548128432261703,2,0.00039080029301136274,mean_reversion
SLB/PSX,2025-10-22,2025-10-29,-1,2.141696654780578,0.2287822903450286,7,-0.004795348222112977,mean_reversion
SLB/PSX,2025-12-04,2025-12-09,-1,2.3146968221239184,0.20227385585354182,5,-0.0027554582683032187,mean_reversion
SLB/PSX,2025-12-17,2025-12-23,-1,2.2226686861921685,0.08123678412546882,6,-0.008378771306031322,mean_reversion
SLB/PSX,2026-01-13,2026-01-15,-1,2.002452318031752,0.0626904372377301,2,-0.0012114291822385628,mean_reversion
SLB/PSX,2026-01-28,2026-02-11,1,-2.517106500803457,-0.4210496086032172,14,-0.03673695460208079,mean_reversion
SLB/PSX,2026-03-03,2026-03-09,1,-2.659248022237571,0.24928165100412997,6,-0.02668816060457578,mean_reversion
SLB/PSX,2026-03-12,2026-03-16,1,-2.662906069677975,-0.25360090482182757,4,0.00420805630939557,mean_reversion
SLB/PSX,2026-04-08,2026-04-14,-1,2.12470399654404,0.41984761196102743,6,-0.025375355423385173,mean_reversion
SLB/PSX,2026-04-29,2026-05-06,1,-2.4174653742056185,0.2640508703873666,7,-0.0025885067912031134,mean_reversion
VLO/OXY,2023-08-31,2023-09-07,1,-2.0310602030460165,-0.2675267890759008,7,0.006434485137091332,mean_reversion
VLO/OXY,2023-09-11,2023-09-14,-1,2.5272931609893035,0.09600886659560932,3,0.015936824169381546,mean_reversion
VLO/OXY,2023-09-21,2023-09-26,-1,2.5451885586497904,-0.005412404385681036,5,0.01916173938876511,mean_reversion
VLO/OXY,2023-10-06,2023-10-23,1,-2.2430110549211375,0.1289052131647316,17,0.0008836682585662775,mean_reversion
VLO/OXY,2023-12-01,2023-12-20,-1,2.1084183572249042,0.35549201774472833,19,-0.013595506686618863,mean_reversion
VLO/OXY,2024-01-26,2024-02-13,-1,2.536034110081287,0.4488113386953026,18,-0.02614074069327077,mean_reversion
VLO/OXY,2024-02-16,2024-02-26,1,-2.5103463393531062,-0.27696045361874894,10,0.018274072658752655,mean_reversion
VLO/OXY,2024-04-12,2024-05-08,1,-2.1060609926727856,0.09279484041987343,26,-0.010402931966806611,mean_reversion
VLO/OXY,2024-05-17,2024-05-29,-1,3.2978542982088808,0.35809474558685866,12,0.01225286680352651,mean_reversion
VLO/OXY,2024-06-24,2024-06-28,1,-2.217751364247942,-0.21492731169721574,4,0.019267470209144703,mean_reversion
VLO/OXY,2024-07-25,2024-08-08,-1,3.1737899208180416,0.3480916250925469,14,-0.004219238445863923,mean_reversion
VLO/OXY,2024-09-26,2024-09-30,-1,2.418839242551113,0.03874214851141237,4,0.019781983040782637,mean_reversion
VLO/OXY,2024-11-08,2024-11-21,-1,2.096164943178546,0.4993712162466276,13,-0.01255165958693296,mean_reversion
VLO/OXY,2024-12-18,2025-01-10,1,-2.1765317947329246,-0.3126506615057074,23,-0.037325703135477645,mean_reversion
VLO/OXY,2025-01-21,2025-02-07,-1,2.0908204803771335,0.47168435036888795,17,-0.02075097083782389,mean_reversion
VLO/OXY,2025-04-03,2025-04-07,1,-2.0603517911453797,0.8515219807051623,4,0.02781450630281206,mean_reversion
VLO/OXY,2025-04-08,2025-04-16,-1,2.6301701809237636,0.03415860766475611,8,0.01989560314641107,mean_reversion
VLO/OXY,2025-05-05,2025-05-08,-1,2.108034570969952,0.44219584226694014,3,0.02005405257476071,mean_reversion
VLO/OXY,2025-06-09,2025-06-17,1,-2.124129979748842,-0.2877901629442322,8,0.01454730224931692,mean_reversion
VLO/OXY,2025-07-15,2025-07-17,-1,2.224657071579161,0.26552228000853373,2,0.02226410671295489,mean_reversion
VLO/OXY,2025-07-24,2025-08-18,1,-2.1796011556801114,-0.4273928842241378,25,-0.005860597199048254,mean_reversion
VLO/OXY,2025-09-03,2025-09-29,-1,2.7362464158493656,0.06492054760168861,26,-0.03441562160219759,mean_reversion
VLO/OXY,2025-10-23,2025-11-12,-1,2.0892704993854734,-0.19567660568471526,20,-0.026083551265101368,mean_reversion
VLO/OXY,2025-11-20,2026-01-05,1,-2.4739745386501455,1.9676836178466797,46,0.02314908316656112,mean_reversion
VLO/OXY,2026-01-07,2026-01-12,-1,2.3306104659769264,-0.0857769083618996,5,0.029195631800328158,mean_reversion
VLO/OXY,2026-02-19,2026-03-02,1,-3.13899646534191,-0.49534827923104335,11,0.009321469194768773,mean_reversion
VLO/OXY,2026-04-14,2026-04-22,-1,2.119736091985155,0.4397117397585597,8,0.015075743822504317,mean_reversion
VLO/OXY,2026-05-08,2026-05-13,-1,2.1404392914884167,0.19702262607996715,5,0.019142888293789045,mean_reversion
VLO/OXY,2026-05-21,2026-05-28,1,-2.5185459697679002,-0.4084425148608893,7,0.018821159382589287,mean_reversion
VLO/OXY,2026-06-25,2026-06-26,-1,2.928556127591941,3.2291353143023334,1,-0.02218043038832734,mean_reversion
VLO/OXY,2026-06-29,2026-07-07,-1,3.293201821855394,0.23258975675160717,8,0.02244583089108479,mean_reversion
